alpha3,sex,year,life_expectancy
BRA,everyone,1979,62.4
BRA,everyone,1980,62.7
BRA,everyone,1981,63.1
BRA,everyone,1982,63.4
BRA,everyone,1983,63.8
BRA,everyone,1984,64.1
BRA,everyone,1985,64.5
BRA,everyone,1986,64.9
BRA,everyone,1987,65.3
BRA,everyone,1988,65.7
BRA,everyone,1989,66
BRA,everyone,1990,66.4
BRA,everyone,1991,66.8
BRA,everyone,1992,67.2
BRA,everyone,1993,67.6
BRA,everyone,1994,68
BRA,everyone,1995,68.4
BRA,everyone,1996,68.8
BRA,everyone,1997,69.2
BRA,everyone,1998,69.5
BRA,everyone,1999,69.9
BRA,everyone,2000,70.2
BRA,everyone,2001,70.6
BRA,everyone,2002,70.9
BRA,everyone,2003,71.3
BRA,everyone,2004,71.6
BRA,everyone,2005,72
BRA,everyone,2006,72.3
BRA,everyone,2007,72.7
BRA,everyone,2008,73
BRA,everyone,2009,73.4
BRA,everyone,2010,73.7
BRA,everyone,2011,74
BRA,everyone,2012,74.2
BRA,everyone,2013,74.5
BRA,everyone,2014,74.8
BRA,everyone,2015,75
BRA,everyone,2016,75.3
BRA,everyone,2017,75.5
BRA,everyone,2018,75.7
BRA,everyone,2019,75.9
BRA,women,1960,56.1
BRA,women,1961,56.6
BRA,women,1962,57.2
BRA,women,1963,57.8
BRA,women,1964,58.4
BRA,women,1965,58.9
BRA,women,1966,59.5
BRA,women,1967,60
BRA,women,1968,60.5
BRA,women,1969,61
BRA,women,1970,61.5
BRA,women,1971,62
BRA,women,1972,62.4
BRA,women,1973,62.8
BRA,women,1974,63.2
BRA,women,1975,63.6
BRA,women,1976,63.9
BRA,women,1977,64.3
BRA,women,1978,64.7
BRA,women,1979,65.1
BRA,women,1980,65.5
BRA,women,1981,65.9
BRA,women,1982,66.3
BRA,women,1983,66.7
BRA,women,1984,67.2
BRA,women,1985,67.6
BRA,women,1986,68.1
BRA,women,1987,68.5
BRA,women,1988,68.9
BRA,women,1989,69.4
BRA,women,1990,69.8
BRA,women,1991,70.3
BRA,women,1992,70.7
BRA,women,1993,71.1
BRA,women,1994,71.6
BRA,women,1995,72
BRA,women,1996,72.4
BRA,women,1997,72.9
BRA,women,1998,73.3
BRA,women,1999,73.6
BRA,women,2000,74
BRA,women,2001,74.4
BRA,women,2002,74.7
BRA,women,2003,75.1
BRA,women,2004,75.4
BRA,women,2005,75.8
BRA,women,2006,76.1
BRA,women,2007,76.5
BRA,women,2008,76.8
BRA,women,2009,77.1
BRA,women,2010,77.4
BRA,women,2011,77.7
BRA,women,2012,77.9
BRA,women,2013,78.2
BRA,women,2014,78.5
BRA,women,2015,78.7
BRA,women,2016,78.9
BRA,women,2017,79.2
BRA,women,2018,79.4
BRA,women,2019,79.6
CHL,men,1960,54.6
CHL,men,1961,54.9
CHL,men,1962,55.3
CHL,men,1963,55.7
CHL,men,1964,56.1
CHL,men,1965,56.5
CHL,men,1966,57
CHL,men,1967,57.5
CHL,men,1968,58.1
CHL,men,1969,58.6
CHL,men,1970,59.2
CHL,men,1971,59.8
CHL,men,1972,60.5
CHL,men,1973,61.1
CHL,men,1974,61.8
CHL,men,1975,62.4
CHL,men,1976,63.1
CHL,men,1977,63.8
CHL,men,1978,64.4
CHL,men,1979,65.1
CHL,men,1980,65.7
CHL,men,1981,66.3
CHL,men,1982,66.2
CHL,men,1983,66.7
CHL,men,1984,67.3
CHL,men,1985,67.8
CHL,men,1986,68.3
CHL,men,1987,68.7
CHL,men,1988,69.2
CHL,men,1989,69.7
CHL,men,1990,70.2
CHL,men,1991,70.7
CHL,men,1992,71.1
CHL,men,1993,71.4
CHL,men,1994,71.7
CHL,men,1995,72
CHL,men,1996,72.3
CHL,men,1997,72.5
CHL,men,1998,72.8
CHL,men,1999,73.1
CHL,men,2000,73.4
CHL,men,2001,73.6
CHL,men,2002,73.9
CHL,men,2003,74.2
CHL,men,2004,74.4
CHL,men,2005,74.7
CHL,men,2006,74.9
CHL,men,2007,75.1
CHL,men,2008,75.4
CHL,men,2009,75.6
CHL,men,2010,75.9
CHL,men,2011,76.1
CHL,men,2012,76.3
CHL,men,2013,76.6
CHL,men,2014,76.8
CHL,men,2015,77
CHL,men,2016,77.2
CHL,men,2017,77.4
CHL,men,2018,77.7
CHL,men,2019,77.9
CHL,everyone,1960,57.3
CHL,everyone,1961,57.7
CHL,everyone,1962,58.1
CHL,everyone,1963,58.6
CHL,everyone,1964,59
CHL,everyone,1965,59.5
CHL,everyone,1966,60
CHL,everyone,1967,60.6
CHL,everyone,1968,61.1
CHL,everyone,1969,61.7
CHL,everyone,1970,62.3
CHL,everyone,1971,63
CHL,everyone,1972,63.6
CHL,everyone,1973,64.3
CHL,everyone,1974,65
CHL,everyone,1975,65.7
CHL,everyone,1976,66.4
CHL,everyone,1977,67.1
CHL,everyone,1978,67.8
CHL,everyone,1979,68.4
CHL,everyone,1980,69.1
CHL,everyone,1981,69.7
CHL,everyone,1982,70
CHL,everyone,1983,70.4
CHL,everyone,1984,70.9
CHL,everyone,1985,71.3
CHL,everyone,1986,71.7
CHL,everyone,1987,72.1
CHL,everyone,1988,72.5
CHL,everyone,1989,73
CHL,everyone,1990,73.4
CHL,everyone,1991,73.8
CHL,everyone,1992,74.2
CHL,everyone,1993,74.5
CHL,everyone,1994,74.8
CHL,everyone,1995,75
CHL,everyone,1996,75.3
CHL,everyone,1997,75.6
CHL,everyone,1998,75.9
CHL,everyone,1999,76.2
CHL,everyone,2000,76.4
CHL,everyone,2001,76.7
CHL,everyone,2002,77
CHL,everyone,2003,77.2
CHL,everyone,2004,77.4
CHL,everyone,2005,77.7
CHL,everyone,2006,77.9
CHL,everyone,2007,78.1
CHL,everyone,2008,78.3
CHL,everyone,2009,78.6
CHL,everyone,2010,78.8
CHL,everyone,2011,79
CHL,everyone,2012,79.2
CHL,everyone,2013,79.4
CHL,everyone,2014,79.6
CHL,everyone,2015,79.8
CHL,everyone,2016,80
CHL,everyone,2017,80.2
CHL,everyone,2018,80.4
CHL,everyone,2019,80.6
CHL,women,1960,60.1
CHL,women,1961,60.5
CHL,women,1962,61
CHL,women,1963,61.5
CHL,women,1964,62
CHL,women,1965,62.5
CHL,women,1966,63
CHL,women,1967,63.6
CHL,women,1968,64.2
CHL,women,1969,64.8
CHL,women,1970,65.5
CHL,women,1971,66.1
CHL,women,1972,66.8
CHL,women,1973,67.5
CHL,women,1974,68.2
CHL,women,1975,68.9
CHL,women,1976,69.6
CHL,women,1977,70.4
CHL,women,1978,71.1
CHL,women,1979,71.8
CHL,women,1980,72.4
CHL,women,1981,73
CHL,women,1982,73.7
CHL,women,1983,74.1
CHL,women,1984,74.5
CHL,women,1985,74.8
CHL,women,1986,75.2
CHL,women,1987,75.5
CHL,women,1988,75.9
CHL,women,1989,76.2
CHL,women,1990,76.6
CHL,women,1991,76.9
CHL,women,1992,77.2
CHL,women,1993,77.5
CHL,women,1994,77.8
CHL,women,1995,78.1
CHL,women,1996,78.4
CHL,women,1997,78.7
CHL,women,1998,78.9
CHL,women,1999,79.2
CHL,women,2000,79.5
CHL,women,2001,79.8
CHL,women,2002,80
CHL,women,2003,80.2
CHL,women,2004,80.5
CHL,women,2005,80.7
CHL,women,2006,80.9
CHL,women,2007,81.1
CHL,women,2008,81.3
CHL,women,2009,81.5
CHL,women,2010,81.7
CHL,women,2011,81.9
CHL,women,2012,82.1
CHL,women,2013,82.3
CHL,women,2014,82.5
CHL,women,2015,82.7
CHL,women,2016,82.9
CHL,women,2017,83
CHL,women,2018,83.2
CHL,women,2019,83.4
CHN,men,1960,42.4
CHN,men,1961,42.8
CHN,men,1962,43.5
CHN,men,1963,44.6
CHN,men,1964,46.1
CHN,men,1965,48
CHN,men,1966,50
CHN,men,1967,52.1
CHN,men,1968,54
CHN,men,1969,55.8
CHN,men,1970,57.3
CHN,men,1971,58.6
CHN,men,1972,59.8
CHN,men,1973,60.8
CHN,men,1974,61.7
CHN,men,1975,62.5
CHN,men,1976,63.3
CHN,men,1977,63.9
CHN,men,1978,64.5
CHN,men,1979,65
CHN,men,1980,65.4
CHN,men,1981,65.8
CHN,men,1982,66.2
CHN,men,1983,66.5
CHN,men,1984,66.8
CHN,men,1985,67
CHN,men,1986,67.2
CHN,men,1987,67.3
CHN,men,1988,67.4
CHN,men,1989,67.4
CHN,men,1990,67.4
CHN,men,1991,67.5
CHN,men,1992,67.5
CHN,men,1993,67.6
CHN,men,1994,67.7
CHN,men,1995,67.9
CHN,men,1996,68.2
CHN,men,1997,68.5
CHN,men,1998,68.8
CHN,men,1999,69.2
CHN,men,2000,69.6
CHN,men,2001,70
CHN,men,2002,70.4
CHN,men,2003,70.7
CHN,men,2004,71
CHN,men,2005,71.3
CHN,men,2006,71.6
CHN,men,2007,71.8
CHN,men,2008,72
CHN,men,2009,72.2
CHN,men,2010,72.5
CHN,men,2011,72.7
CHN,men,2012,73
CHN,men,2013,73.2
CHN,men,2014,73.5
CHN,men,2015,73.8
CHN,men,2016,74.1
CHN,men,2017,74.3
CHN,men,2018,74.5
CHN,men,2019,74.8
CHN,everyone,1960,43.8
CHN,everyone,1961,44.1
CHN,everyone,1962,44.9
CHN,everyone,1963,46
CHN,everyone,1964,47.7
CHN,everyone,1965,49.6
CHN,everyone,1966,51.7
CHN,everyone,1967,53.9
CHN,everyone,1968,55.9
CHN,everyone,1969,57.6
CHN,everyone,1970,59.1
CHN,everyone,1971,60.3
CHN,everyone,1972,61.4
CHN,everyone,1973,62.3
CHN,everyone,1974,63.1
CHN,everyone,1975,63.9
CHN,everyone,1976,64.6
CHN,everyone,1977,65.3
CHN,everyone,1978,65.9
CHN,everyone,1979,66.4
CHN,everyone,1980,66.9
CHN,everyone,1981,67.3
CHN,everyone,1982,67.7
CHN,everyone,1983,68
CHN,everyone,1984,68.3
CHN,everyone,1985,68.5
CHN,everyone,1986,68.7
CHN,everyone,1987,68.9
CHN,everyone,1988,69
CHN,everyone,1989,69.1
CHN,everyone,1990,69.2
CHN,everyone,1991,69.3
CHN,everyone,1992,69.5
CHN,everyone,1993,69.6
CHN,everyone,1994,69.8
CHN,everyone,1995,70
CHN,everyone,1996,70.3
CHN,everyone,1997,70.6
CHN,everyone,1998,70.9
CHN,everyone,1999,71.2
CHN,everyone,2000,71.5
CHN,everyone,2001,71.8
CHN,everyone,2002,72.2
CHN,everyone,2003,72.5
CHN,everyone,2004,72.8
CHN,everyone,2005,73.1
CHN,everyone,2006,73.4
CHN,everyone,2007,73.6
CHN,everyone,2008,73.9
CHN,everyone,2009,74.2
CHN,everyone,2010,74.5
CHN,everyone,2011,74.8
CHN,everyone,2012,75.1
CHN,everyone,2013,75.4
CHN,everyone,2014,75.7
CHN,everyone,2015,76
CHN,everyone,2016,76.3
CHN,everyone,2017,76.6
CHN,everyone,2018,76.8
CHN,everyone,2019,77
CHN,women,1960,45.2
CHN,women,1961,45.5
CHN,women,1962,46.2
CHN,women,1963,47.5
CHN,women,1964,49.2
CHN,women,1965,51.3
CHN,women,1966,53.5
CHN,women,1967,55.7
CHN,women,1968,57.7
CHN,women,1969,59.5
CHN,women,1970,60.9
CHN,women,1971,62
CHN,women,1972,63
CHN,women,1973,63.8
CHN,women,1974,64.6
CHN,women,1975,65.3
CHN,women,1976,66
CHN,women,1977,66.7
CHN,women,1978,67.3
CHN,women,1979,67.8
CHN,women,1980,68.3
CHN,women,1981,68.7
CHN,women,1982,69.1
CHN,women,1983,69.5
CHN,women,1984,69.8
CHN,women,1985,70
CHN,women,1986,70.2
CHN,women,1987,70.5
CHN,women,1988,70.6
CHN,women,1989,70.8
CHN,women,1990,71
CHN,women,1991,71.2
CHN,women,1992,71.4
CHN,women,1993,71.6
CHN,women,1994,71.9
CHN,women,1995,72.1
CHN,women,1996,72.4
CHN,women,1997,72.6
CHN,women,1998,72.9
CHN,women,1999,73.1
CHN,women,2000,73.4
CHN,women,2001,73.7
CHN,women,2002,74
CHN,women,2003,74.2
CHN,women,2004,74.5
CHN,women,2005,74.8
CHN,women,2006,75.2
CHN,women,2007,75.5
CHN,women,2008,75.9
CHN,women,2009,76.2
CHN,women,2010,76.6
CHN,women,2011,76.9
CHN,women,2012,77.3
CHN,women,2013,77.6
CHN,women,2014,78
CHN,women,2015,78.3
CHN,women,2016,78.6
CHN,women,2017,78.8
CHN,women,2018,79.1
CHN,women,2019,79.2
EST,men,1960,64.7
EST,men,1961,65.1
EST,men,1962,65.6
EST,men,1963,65.4
EST,men,1964,66.4
EST,men,1965,66.3
EST,men,1966,66.3
EST,men,1967,66.4
EST,men,1968,65.9
EST,men,1969,65.3
EST,men,1970,65.5
EST,men,1971,65.7
EST,men,1972,65.5
EST,men,1973,66.1
EST,men,1974,65.9
EST,men,1975,65
EST,men,1976,64.6
EST,men,1977,64.7
EST,men,1978,64.3
EST,men,1979,64.1
EST,men,1980,64.2
EST,men,1981,64.1
EST,men,1982,64.6
EST,men,1983,64.4
EST,men,1984,64.6
EST,men,1985,64.6
EST,men,1986,66.2
EST,men,1987,66.3
EST,men,1988,66.5
EST,men,1989,65.7
EST,men,1990,64.7
EST,men,1991,64.4
EST,men,1992,63.4
EST,men,1993,62.3
EST,men,1994,60.6
EST,men,1995,61.4
EST,men,1996,64.2
EST,men,1997,64.2
EST,men,1998,63.9
EST,men,1999,65
EST,men,2000,65.6
EST,men,2001,65.2
EST,men,2002,65.6
EST,men,2003,66.4
EST,men,2004,66.7
EST,men,2005,67.6
EST,men,2006,67.6
EST,men,2007,67.5
EST,men,2008,68.9
EST,men,2009,70
EST,men,2010,70.9
EST,men,2011,71.4
EST,men,2012,71.4
EST,men,2013,72.8
EST,men,2014,72.4
EST,men,2015,73.2
EST,men,2016,73.3
EST,men,2017,73.8
EST,men,2018,74
EST,men,2019,74.5
EST,men,2020,74.2
EST,everyone,1960,68.9
EST,everyone,1961,69.2
EST,everyone,1962,69.4
EST,everyone,1963,69.5
EST,everyone,1964,70.3
EST,everyone,1965,70.3
EST,everyone,1966,70.4
EST,everyone,1967,70.6
EST,everyone,1968,70.2
EST,everyone,1969,69.9
EST,everyone,1970,70
EST,everyone,1971,70.3
EST,everyone,1972,70.1
EST,everyone,1973,70.4
EST,everyone,1974,70.5
EST,everyone,1975,69.9
EST,everyone,1976,69.5
EST,everyone,1977,69.6
EST,everyone,1978,69.4
EST,everyone,1979,69.2
EST,everyone,1980,69.3
EST,everyone,1981,69.1
EST,everyone,1982,69.7
EST,everyone,1983,69.6
EST,everyone,1984,69.5
EST,everyone,1985,69.6
EST,everyone,1986,70.7
EST,everyone,1987,70.7
EST,everyone,1988,70.8
EST,everyone,1989,70.3
EST,everyone,1990,69.8
EST,everyone,1991,69.7
EST,everyone,1992,69.1
EST,everyone,1993,68.2
EST,everyone,1994,66.8
EST,everyone,1995,67.9
EST,everyone,1996,69.9
EST,everyone,1997,70.1
EST,everyone,1998,69.7
EST,everyone,1999,70.6
EST,everyone,2000,71
EST,everyone,2001,70.9
EST,everyone,2002,71.4
EST,everyone,2003,71.8
EST,everyone,2004,72.4
EST,everyone,2005,72.9
EST,everyone,2006,73.1
EST,everyone,2007,73.2
EST,everyone,2008,74.2
EST,everyone,2009,75.2
EST,everyone,2010,75.9
EST,everyone,2011,76.4
EST,everyone,2012,76.5
EST,everyone,2013,77.3
EST,everyone,2014,77.2
EST,everyone,2015,77.7
EST,everyone,2016,77.8
EST,everyone,2017,78.2
EST,everyone,2018,78.4
EST,everyone,2019,78.8
EST,everyone,2020,78.5
EST,women,1960,73.1
EST,women,1961,73.3
EST,women,1962,73.2
EST,women,1963,73.6
EST,women,1964,74.2
EST,women,1965,74.3
EST,women,1966,74.4
EST,women,1967,74.8
EST,women,1968,74.5
EST,women,1969,74.4
EST,women,1970,74.5
EST,women,1971,74.8
EST,women,1972,74.7
EST,women,1973,74.7
EST,women,1974,75.1
EST,women,1975,74.8
EST,women,1976,74.4
EST,women,1977,74.5
EST,women,1978,74.5
EST,women,1979,74.2
EST,women,1980,74.3
EST,women,1981,74.1
EST,women,1982,74.7
EST,women,1983,74.8
EST,women,1984,74.3
EST,women,1985,74.5
EST,women,1986,75.1
EST,women,1987,75.1
EST,women,1988,75
EST,women,1989,74.9
EST,women,1990,74.9
EST,women,1991,75
EST,women,1992,74.8
EST,women,1993,74
EST,women,1994,72.9
EST,women,1995,74.3
EST,women,1996,75.6
EST,women,1997,75.9
EST,women,1998,75.4
EST,women,1999,76.1
EST,women,2000,76.4
EST,women,2001,76.5
EST,women,2002,77.2
EST,women,2003,77.2
EST,women,2004,78
EST,women,2005,78.2
EST,women,2006,78.6
EST,women,2007,78.9
EST,women,2008,79.5
EST,women,2009,80.3
EST,women,2010,80.8
EST,women,2011,81.3
EST,women,2012,81.5
EST,women,2013,81.7
EST,women,2014,81.9
EST,women,2015,82.2
EST,women,2016,82.2
EST,women,2017,82.6
EST,women,2018,82.7
EST,women,2019,83
EST,women,2020,82.7
IND,men,1960,42.3
IND,men,1961,42.9
IND,men,1962,43.5
IND,men,1963,44.1
IND,men,1964,44.7
IND,men,1965,45.3
IND,men,1966,45.9
IND,men,1967,46.5
IND,men,1968,47.1
IND,men,1969,47.7
IND,men,1970,48.4
IND,men,1971,49
IND,men,1972,49.6
IND,men,1973,50.1
IND,men,1974,50.7
IND,men,1975,51.3
IND,men,1976,51.8
IND,men,1977,52.3
IND,men,1978,52.8
IND,men,1979,53.3
IND,men,1980,53.8
IND,men,1981,54.2
IND,men,1982,54.6
IND,men,1983,54.9
IND,men,1984,55.3
IND,men,1985,55.6
IND,men,1986,56
IND,men,1987,56.4
IND,men,1988,56.7
IND,men,1989,57.1
IND,men,1990,57.5
IND,men,1991,58
IND,men,1992,58.4
IND,men,1993,58.8
IND,men,1994,59.3
IND,men,1995,59.7
IND,men,1996,60.1
IND,men,1997,60.5
IND,men,1998,60.9
IND,men,1999,61.3
IND,men,2000,61.7
IND,men,2001,62.1
IND,men,2002,62.5
IND,men,2003,62.9
IND,men,2004,63.3
IND,men,2005,63.7
IND,men,2006,64.1
IND,men,2007,64.5
IND,men,2008,64.9
IND,men,2009,65.3
IND,men,2010,65.7
IND,men,2011,66.1
IND,men,2012,66.5
IND,men,2013,66.8
IND,men,2014,67.2
IND,men,2015,67.5
IND,men,2016,67.7
